"OrderNumber","Sales Channel","OrderDate","CustomerID","Unit Price","Final Price"
"SO - 0002592","Online","2019-03-19",47,944.7,873.85
"SO - 0002593","In-Store","2019-03-19",11,2391.9,2212.51
"SO - 0002594","In-Store","2019-03-19",36,1701.8,1616.71
"SO - 0002595","Distributor","2019-03-20",44,3470.6,3123.54
"SO - 0002596","Wholesale","2019-03-20",19,844.2,759.78
"SO - 0002597","In-Store","2019-03-20",5,1326.6,1227.11
"SO - 0002598","Online","2019-03-20",34,4006.6,3706.11
"SO - 0002599","In-Store","2019-03-21",23,1045.2,966.81
"SO - 000260","In-Store","2018-06-18",26,1005,954.75
"SO - 0002600","In-Store","2019-03-21",28,2653.2,2454.21
"SO - 0002601","Online","2019-03-21",9,6137.2,5676.91
"SO - 0002602","In-Store","2019-03-21",48,3785.5,3501.59
"SO - 0002603","In-Store","2019-03-21",17,3557.7,3379.82
"SO - 0002604","Distributor","2019-03-22",48,5688.3,5403.89
"SO - 0002605","Online","2019-03-22",47,247.9,173.53
"SO - 0002606","In-Store","2019-03-22",44,187.6,178.22
"SO - 0002607","Wholesale","2019-03-22",5,1728.6,1642.17
"SO - 0002608","Online","2019-03-22",14,1333.3,1233.3
"SO - 0002609","Distributor","2019-03-22",25,857.6,814.72
"SO - 000261","Distributor","2018-06-18",12,2693.4,2558.73
"SO - 0002610","In-Store","2019-03-23",49,1788.9,1431.12
"SO - 0002611","Online","2019-03-23",39,1246.2,1059.27
"SO - 0002612","In-Store","2019-03-23",33,1139,1082.05
"SO - 0002613","Distributor","2019-03-23",20,2566.1,2052.88
"SO - 0002614","In-Store","2019-03-23",21,1112.2,1028.79
"SO - 0002615","Online","2019-03-23",17,1025.1,922.59
"SO - 0002616","In-Store","2019-03-23",23,187.6,168.84
"SO - 0002617","In-Store","2019-03-23",34,6264.5,5011.6
"SO - 0002618","In-Store","2019-03-23",43,174.2,165.49
"SO - 0002619","Wholesale","2019-03-23",24,3825.7,3538.77
"SO - 000262","Online","2018-06-18",31,1105.5,1022.59
"SO - 0002620","Distributor","2019-03-23",2,1025.1,871.34
"SO - 0002621","Distributor","2019-03-24",12,978.2,586.92
"SO - 0002622","In-Store","2019-03-24",19,5319.8,4787.82
"SO - 0002623","Wholesale","2019-03-24",20,1869.3,1588.91
"SO - 0002624","Online","2019-03-24",50,1085.4,1031.13
"SO - 0002625","In-Store","2019-03-24",22,1072,1018.4
"SO - 0002626","In-Store","2019-03-24",42,261.3,209.04
"SO - 0002627","In-Store","2019-03-24",8,3912.8,3325.88
"SO - 0002628","Online","2019-03-24",25,2673.3,2272.31
"SO - 0002629","In-Store","2019-03-24",41,1045.2,992.94
"SO - 000263","Online","2018-06-19",25,1909.5,1766.29
"SO - 0002630","Wholesale","2019-03-24",16,2412,1447.2
"SO - 0002631","In-Store","2019-03-25",4,1018.4,967.48
"SO - 0002632","Online","2019-03-25",46,2257.9,1806.32
"SO - 0002633","Online","2019-03-25",15,2907.8,2617.02
"SO - 0002634","Wholesale","2019-03-25",46,1125.6,1041.18
"SO - 0002635","In-Store","2019-03-25",21,1072,991.6
"SO - 0002636","In-Store","2019-03-25",38,1809,1628.1
"SO - 0002637","Online","2019-03-25",22,1025.1,922.59
"SO - 0002638","In-Store","2019-03-26",38,3953,2767.1
"SO - 0002639","In-Store","2019-03-26",19,2371.8,2193.92
"SO - 000264","Distributor","2018-06-19",35,1118.9,895.12
"SO - 0002640","Distributor","2019-03-26",39,2358.4,2240.48
"SO - 0002641","In-Store","2019-03-26",2,2613,2351.7
"SO - 0002642","Online","2019-03-26",13,904.5,814.05
"SO - 0002643","In-Store","2019-03-26",12,1025.1,871.34
"SO - 0002644","Online","2019-03-26",18,3852.5,3467.25
"SO - 0002645","Online","2019-03-26",48,227.8,193.63
"SO - 0002646","Wholesale","2019-03-26",32,2345,2227.75
"SO - 0002647","Wholesale","2019-03-26",44,1969.8,1772.82
"SO - 0002648","Online","2019-03-27",11,2586.2,2456.89
"SO - 0002649","Distributor","2019-03-27",10,5748.6,5461.17
"SO - 000265","In-Store","2018-06-19",45,1038.5,830.8
"SO - 0002650","Wholesale","2019-03-27",36,221.1,204.52
"SO - 0002651","Online","2019-03-27",24,3832.4,3544.97
"SO - 0002652","Online","2019-03-27",11,6411.9,4488.33
"SO - 0002653","In-Store","2019-03-28",12,1031.8,980.21
"SO - 0002654","In-Store","2019-03-29",45,3819,3437.1
"SO - 0002655","In-Store","2019-03-29",19,1728.6,1642.17
"SO - 0002656","In-Store","2019-03-29",25,2291.4,2062.26
"SO - 0002657","Distributor","2019-03-29",30,4006.6,3706.11
"SO - 0002658","Online","2019-03-29",20,3946.3,3748.99
"SO - 0002659","Distributor","2019-03-29",20,5896,5601.2
"SO - 000266","In-Store","2018-06-19",19,6324.8,6008.56
"SO - 0002660","In-Store","2019-03-30",50,2425.4,2243.5
"SO - 0002661","In-Store","2019-03-30",33,1145.7,1059.77
"SO - 0002662","Distributor","2019-03-30",44,3604.6,3334.26
"SO - 0002663","In-Store","2019-03-30",13,1031.8,619.08
"SO - 0002664","Online","2019-03-30",46,2633.1,2238.14
"SO - 0002665","Distributor","2019-03-30",39,2954.7,2659.23
"SO - 0002666","Distributor","2019-03-30",4,1051.9,894.12
"SO - 0002667","Distributor","2019-03-30",9,864.3,734.66
"SO - 0002668","Online","2019-03-31",37,1996.6,1896.77
"SO - 0002669","Distributor","2019-03-31",30,3953,3656.53
"SO - 000267","In-Store","2018-06-19",16,1005,804
"SO - 0002670","In-Store","2019-03-31",46,3959.7,3662.72
"SO - 0002671","Wholesale","2019-03-31",2,234.5,211.05
"SO - 0002672","In-Store","2019-03-31",17,2211,2100.45
"SO - 0002673","In-Store","2019-03-31",30,1172.5,1084.56
"SO - 0002674","Wholesale","2019-03-31",37,227.8,210.72
"SO - 0002675","In-Store","2019-04-01",18,1795.6,1616.04
"SO - 0002676","Online","2019-04-01",17,1922.9,1778.68
"SO - 0002677","In-Store","2019-04-01",49,2572.8,2379.84
"SO - 0002678","In-Store","2019-04-01",39,830.8,498.48
"SO - 0002679","Online","2019-04-01",46,924.6,832.14
"SO - 000268","In-Store","2018-06-19",15,1293.1,1196.12
"SO - 0002680","Wholesale","2019-04-01",38,5266.2,5002.89
"SO - 0002681","Wholesale","2019-04-01",33,3852.5,3082
"SO - 0002682","Online","2019-04-01",3,951.4,903.83
"SO - 0002683","Distributor","2019-04-01",18,2914.5,2768.78
"SO - 0002684","Distributor","2019-04-01",48,2418.7,1934.96
"SO - 0002685","In-Store","2019-04-02",36,2539.3,2158.41
"SO - 0002686","In-Store","2019-04-02",10,2251.2,2082.36
"SO - 0002687","In-Store","2019-04-02",10,5246.1,4721.49
"SO - 0002688","Distributor","2019-04-02",36,924.6,647.22
"SO - 0002689","Wholesale","2019-04-02",42,1031.8,619.08
"SO - 000269","In-Store","2018-06-19",8,844.2,506.52
"SO - 0002690","Wholesale","2019-04-02",46,1855.9,1670.31
"SO - 0002691","In-Store","2019-04-02",1,1031.8,877.03
"SO - 0002692","Distributor","2019-04-02",32,1293.1,1099.14
"SO - 0002693","In-Store","2019-04-03",13,1038.5,934.65
"SO - 0002694","In-Store","2019-04-03",18,1728.6,1598.96
"SO - 0002695","In-Store","2019-04-03",43,234.5,211.05
"SO - 0002696","In-Store","2019-04-03",41,3953,3162.4
"SO - 0002697","Distributor","2019-04-03",38,710.2,656.94
"SO - 0002698","Wholesale","2019-04-04",48,1762.1,1585.89
"SO - 0002699","Online","2019-04-04",2,1829.1,1646.19
"SO - 000270","In-Store","2018-06-19",27,247.9,235.51
"SO - 0002700","Wholesale","2019-04-04",36,2345,2169.13
"SO - 0002701","In-Store","2019-04-04",3,5755.3,5179.77
"SO - 0002702","Online","2019-04-04",20,1092.1,1037.5
"SO - 0002703","In-Store","2019-04-04",50,2854.2,2640.14
"SO - 0002704","Online","2019-04-04",14,1031.8,980.21
"SO - 0002705","Distributor","2019-04-04",17,1112.2,1028.79
"SO - 0002706","Online","2019-04-04",47,3731.9,3172.12
"SO - 0002707","Wholesale","2019-04-04",28,2572.8,2444.16
"SO - 0002708","In-Store","2019-04-04",18,261.3,241.7
"SO - 0002709","Wholesale","2019-04-04",4,227.8,216.41
"SO - 000271","Distributor","2018-06-19",12,174.2,121.94
"SO - 0002710","Online","2019-04-04",44,1983.2,1388.24
"SO - 0002711","Online","2019-04-04",17,268,254.6
"SO - 0002712","Online","2019-04-04",18,3932.9,3736.26
"SO - 0002713","Online","2019-04-04",11,2291.4,2119.55
"SO - 0002714","Online","2019-04-04",18,6197.5,5732.69
"SO - 0002715","Online","2019-04-04",27,3839.1,3455.19
"SO - 0002716","In-Store","2019-04-05",5,1058.6,741.02
"SO - 0002717","Online","2019-04-05",17,877.7,811.87
"SO - 0002718","In-Store","2019-04-05",18,6083.6,3650.16
"SO - 0002719","Wholesale","2019-04-05",39,3979.8,3183.84
"SO - 000272","In-Store","2018-06-20",30,1025.1,922.59
"SO - 0002720","In-Store","2019-04-05",47,3906.1,3515.49
"SO - 0002721","Distributor","2019-04-05",17,6311.4,5838.05
"SO - 0002722","Online","2019-04-05",47,2619.7,2357.73
"SO - 0002723","In-Store","2019-04-05",20,3490.7,3228.9
"SO - 0002724","In-Store","2019-04-06",12,234.5,222.78
"SO - 0002725","Online","2019-04-06",15,1125.6,787.92
"SO - 0002726","In-Store","2019-04-06",41,2633.1,2369.79
"SO - 0002727","Online","2019-04-06",42,1005,929.63
"SO - 0002728","In-Store","2019-04-06",47,1112.2,1056.59
"SO - 0002729","In-Store","2019-04-06",21,2525.9,2399.61
"SO - 000273","Distributor","2018-06-20",19,3068.6,2608.31
"SO - 0002730","Distributor","2019-04-06",4,187.6,178.22
"SO - 0002731","Online","2019-04-06",20,1996.6,1846.86
"SO - 0002732","In-Store","2019-04-06",23,2546,1527.6
"SO - 0002733","Wholesale","2019-04-06",25,1125.6,1041.18
"SO - 0002734","Distributor","2019-04-06",11,2539.3,2158.41
"SO - 0002735","In-Store","2019-04-07",8,2318.2,1970.47
"SO - 0002736","In-Store","2019-04-07",43,3999.9,3199.92
"SO - 0002737","In-Store","2019-04-07",20,1232.8,1171.16
"SO - 0002738","In-Store","2019-04-07",20,864.3,821.09
"SO - 0002739","Distributor","2019-04-07",11,3356.7,2349.69
"SO - 000274","Online","2018-06-20",44,241.2,223.11
"SO - 0002740","In-Store","2019-04-07",11,3999.9,3699.91
"SO - 0002741","Distributor","2019-04-07",48,1775.5,1509.18
"SO - 0002742","In-Store","2019-04-07",48,1018.4,865.64
"SO - 0002743","In-Store","2019-04-07",4,3879.3,3685.34
"SO - 0002744","Online","2019-04-08",15,2753.7,2616.02
"SO - 0002745","Distributor","2019-04-08",1,1098.8,988.92
"SO - 0002746","Wholesale","2019-04-08",9,167.5,159.13
"SO - 0002747","Online","2019-04-08",21,1045.2,940.68
"SO - 0002748","Distributor","2019-04-08",19,174.2,161.14
"SO - 0002749","Online","2019-04-08",37,1098.8,1043.86
"SO - 000275","In-Store","2018-06-20",24,174.2,139.36
"SO - 0002750","Online","2019-04-08",18,2231.1,2063.77
"SO - 0002751","In-Store","2019-04-08",1,944.7,897.47
"SO - 0002752","Online","2019-04-08",22,1025.1,948.22
"SO - 0002753","Online","2019-04-09",13,3939.6,3545.64
"SO - 0002754","In-Store","2019-04-09",49,6371.7,3823.02
"SO - 0002755","Distributor","2019-04-09",48,904.5,859.28
"SO - 0002756","Wholesale","2019-04-09",28,6358.3,6040.39
"SO - 0002757","Online","2019-04-09",21,167.5,154.94
"SO - 0002758","Online","2019-04-09",14,904.5,859.28
"SO - 0002759","In-Store","2019-04-09",3,3939.6,3644.13
"SO - 000276","In-Store","2018-06-20",10,2505.8,2004.64
"SO - 0002760","In-Store","2019-04-09",26,3738.6,2243.16
"SO - 0002761","Online","2019-04-10",45,971.5,582.9
"SO - 0002762","Distributor","2019-04-10",50,1098.8,659.28
"SO - 0002763","Online","2019-04-10",33,247.9,223.11
"SO - 0002764","Wholesale","2019-04-10",36,2418.7,2297.77
"SO - 0002765","In-Store","2019-04-10",27,167.5,150.75
"SO - 0002766","Distributor","2019-04-10",21,2284.7,2056.23
"SO - 0002767","In-Store","2019-04-10",22,1909.5,1766.29
"SO - 0002768","In-Store","2019-04-10",18,5494,5219.3
"SO - 0002769","In-Store","2019-04-10",47,3886,3594.55
"SO - 000277","Distributor","2018-06-20",35,2599.6,2209.66
"SO - 0002770","In-Store","2019-04-10",32,234.5,211.05
"SO - 0002771","In-Store","2019-04-11",38,5205.9,4945.61
"SO - 0002772","Wholesale","2019-04-11",35,1735.3,1648.54
"SO - 0002773","Online","2019-04-11",12,1025.1,820.08
"SO - 0002774","Distributor","2019-04-11",2,3886,2720.2
"SO - 0002775","Distributor","2019-04-11",1,984.9,911.03
"SO - 0002776","Online","2019-04-12",43,1065.3,905.51
"SO - 0002777","Distributor","2019-04-12",10,5078.6,3555.02
"SO - 0002778","Online","2019-04-12",3,207.7,186.93
"SO - 0002779","Wholesale","2019-04-12",20,2264.6,2151.37
"SO - 000278","Online","2018-06-20",38,2278,1936.3
"SO - 0002780","Distributor","2019-04-12",30,1909.5,1766.29
"SO - 0002781","Distributor","2019-04-12",30,1125.6,1069.32
"SO - 0002782","Online","2019-04-12",14,5688.3,4835.06
"SO - 0002783","Online","2019-04-13",41,167.5,150.75
"SO - 0002784","Online","2019-04-13",25,2224.4,2057.57
"SO - 0002785","Wholesale","2019-04-13",37,891.1,846.55
"SO - 0002786","Online","2019-04-13",29,3685,3132.25
"SO - 0002787","Online","2019-04-13",4,1005,904.5
"SO - 0002788","Online","2019-04-13",19,1956.4,1809.67
"SO - 0002789","Online","2019-04-13",14,3839.1,3551.17
"SO - 000279","Distributor","2018-06-21",31,1092.1,1010.19
"SO - 0002790","In-Store","2019-04-13",38,1788.9,1699.46
"SO - 0002791","Distributor","2019-04-13",23,1092.1,982.89
"SO - 0002792","In-Store","2019-04-14",43,1681.7,1555.57
"SO - 0002793","Wholesale","2019-04-14",17,1051.9,973.01
"SO - 0002794","In-Store","2019-04-14",11,247.9,229.31
"SO - 0002795","In-Store","2019-04-14",11,3872.6,3678.97
"SO - 0002796","Wholesale","2019-04-14",16,2559.4,2431.43
"SO - 0002797","In-Store","2019-04-14",44,1782.2,1514.87
"SO - 0002798","Distributor","2019-04-14",2,5440.4,5032.37
"SO - 0002799","Distributor","2019-04-14",37,1286.4,1029.12
"SO - 000280","Wholesale","2018-06-21",40,1139,911.2
"SO - 0002800","Wholesale","2019-04-14",2,1098.8,1043.86
"SO - 0002801","In-Store","2019-04-15",7,1031.8,928.62
"SO - 0002802","Online","2019-04-15",11,2559.4,2047.52
"SO - 0002803","In-Store","2019-04-15",30,1862.6,1303.82
"SO - 0002804","In-Store","2019-04-15",28,1085.4,1031.13
"SO - 0002805","Online","2019-04-15",29,1802.3,1667.13
"SO - 0002806","Online","2019-04-15",9,1882.7,1317.89
"SO - 0002807","Online","2019-04-15",4,1916.2,1772.49
"SO - 0002808","Online","2019-04-15",15,991.6,793.28
"SO - 0002809","In-Store","2019-04-15",48,1809,1718.55
"SO - 000281","In-Store","2018-06-21",9,1675,1423.75
"SO - 0002810","Online","2019-04-16",26,891.1,801.99
"SO - 0002811","Distributor","2019-04-16",45,254.6,241.87
"SO - 0002812","In-Store","2019-04-16",26,3149,2834.1
"SO - 0002813","Wholesale","2019-04-16",29,3946.3,3650.33
"SO - 0002814","In-Store","2019-04-16",5,1701.8,1616.71
"SO - 0002815","In-Store","2019-04-16",4,1011.7,961.12
"SO - 0002816","Online","2019-04-16",20,871,522.6
"SO - 0002817","In-Store","2019-04-17",47,1105.5,1022.59
"SO - 0002818","Wholesale","2019-04-17",13,6405.2,6084.94
"SO - 0002819","Online","2019-04-17","11","2398.6","1679.02"
"SO - 000282","Wholesale","2018-06-21","41","1011.7","961.12"
"SO - 0002820","Wholesale","2019-04-17","24","1112.2","945.37"
"SO - 0002821","Wholesale","2019-04-17","26","1936.3","1645.86"
"SO - 0002822","In-Store","2019-04-17","15","1051.9","973.01"
"SO - 0002823","In-Store","2019-04-17","46","1051.9","736.33"
"SO - 0002824","Distributor","2019-04-17","11","1092.1","1010.19"
"SO - 0002825","Online","2019-04-17","47","3175.8","2540.64"
"SO - 0002826","Online","2019-04-18","14","2659.9","2393.91"
"SO - 0002827","In-Store","2019-04-18","25","1038.5","960.61"
"SO - 0002828","Online","2019-04-18","1","1956.4","1858.58"
"SO - 0002829","Wholesale","2019-04-18","7","1125.6","956.76"
"SO - 000283","Wholesale","2018-06-21","11","938","844.2"
"SO - 0002830","In-Store","2019-04-18","5","1762.1","1585.89"
"SO - 0002831","In-Store","2019-04-18","47","777.2","738.34"
"SO - 0002832","In-Store","2019-04-18","11","1762.1","1674"
"SO - 0002833","In-Store","2019-04-18","7","1112.2","1000.98"
"SO - 0002834","Wholesale","2019-04-19","32","2512.5","2386.88"
"SO - 0002835","Wholesale","2019-04-19","6","897.8","763.13"
"SO - 0002836","Wholesale","2019-04-19","30","6472.2","5501.37"
"SO - 0002837","In-Store","2019-04-19","33","1038.5","934.65"
"SO - 0002838","In-Store","2019-04-19","19","5949.6","5503.38"
"SO - 0002839","Distributor","2019-04-19","9","931.3","861.45"
"SO - 000284","Wholesale","2018-06-21","48","2566.1","2437.8"
"SO - 0002840","In-Store","2019-04-19","46","2438.8","2316.86"
"SO - 0002841","Online","2019-04-19","21","710.2","497.14"
"SO - 0002842","Online","2019-04-20","4","1018.4","967.48"
"SO - 0002843","Online","2019-04-20","16","3839.1","3455.19"
"SO - 0002844","In-Store","2019-04-20","47","1098.8","659.28"
"SO - 0002845","Online","2019-04-20","15","1051.9","999.31"
"SO - 0002846","In-Store","2019-04-20","45","3865.9","3672.61"
"SO - 0002847","Online","2019-04-20","36","1118.9","1007.01"
"SO - 0002848","In-Store","2019-04-20","22","5078.6","4824.67"
"SO - 0002849","In-Store","2019-04-20","50","2646.5","2514.18"
"SO - 000285","Distributor","2018-06-22","4","871","783.9"
"SO - 0002850","In-Store","2019-04-20","28","3899.4","2339.64"
"SO - 0002851","In-Store","2019-04-20","37","2485.7","1739.99"
"SO - 0002852","Online","2019-04-20","32","2398.6","2278.67"
"SO - 0002853","Online","2019-04-21","42","2653.2","1591.92"
"SO - 0002854","Wholesale","2019-04-21","46","2264.6","2151.37"
"SO - 0002855","Online","2019-04-21","18","5165.7","4907.42"
"SO - 0002856","Distributor","2019-04-21","46","1145.7","1088.42"
"SO - 0002857","Online","2019-04-21","41","5433.7","5162.02"
"SO - 0002858","Online","2019-04-22","37","201","185.93"
"SO - 0002859","Online","2019-04-22","45","1688.4","1519.56"
"SO - 000286","In-Store","2018-06-22","4","2485.7","2237.13"
"SO - 0002860","Online","2019-04-22","31","1005","904.5"
"SO - 0002861","Wholesale","2019-04-22","1","1695.1","1186.57"
"SO - 0002862","Online","2019-04-22","32","1058.6","899.81"
"SO - 0002863","In-Store","2019-04-22","50","6097","5792.15"
"SO - 0002864","Online","2019-04-22","9","1782.2","1425.76"
"SO - 0002865","Distributor","2019-04-22","4","2324.9","2208.66"
"SO - 0002866","Wholesale","2019-04-23","23","3939.6","3545.64"
"SO - 0002867","In-Store","2019-04-23","37","187.6","150.08"
"SO - 0002868","In-Store","2019-04-23","30","2351.7","2234.12"
"SO - 0002869","Online","2019-04-23","6","268","247.9"
"SO - 000287","In-Store","2018-06-22","40","2345","1407"
"SO - 0002870","Online","2019-04-23","34","3242.8","2756.38"
"SO - 0002871","Wholesale","2019-04-23","9","971.5","874.35"
"SO - 0002872","Wholesale","2019-04-24","1","3691.7","3414.82"
"SO - 0002873","Distributor","2019-04-24","38","194.3","136.01"
"SO - 0002874","Distributor","2019-04-24","15","1179.2","1090.76"
"SO - 0002875","In-Store","2019-04-24","3","174.2","165.49"
"SO - 0002876","Wholesale","2019-04-24","32","1092.1","928.29"
"SO - 0002877","Wholesale","2019-04-24","23","5406.9","4866.21"
"SO - 0002878","In-Store","2019-04-24","34","1025.1","973.85"
"SO - 0002879","In-Store","2019-04-24","32","3102.1","1861.26"
"SO - 000288","Online","2018-06-22","19","1118.9","1062.96"
"SO - 0002880","Online","2019-04-24","43","2231.1","1896.44"
"SO - 0002881","In-Store","2019-04-24","6","1159.1","1072.17"
"SO - 0002882","Distributor","2019-04-24","1","1876","1735.3"
"SO - 0002883","Online","2019-04-24","3","2599.6","2404.63"
"SO - 0002884","In-Store","2019-04-24","33","1092.1","1037.5"
"SO - 0002885","Distributor","2019-04-24","43","2492.4","1744.68"
"SO - 0002886","In-Store","2019-04-25","34","2760.4","2553.37"
"SO - 0002887","In-Store","2019-04-25","34","167.5","159.13"
"SO - 0002888","Wholesale","2019-04-25","11","3832.4","3640.78"
"SO - 0002889","Distributor","2019-04-25","7","1742","1654.9"
"SO - 000289","In-Store","2018-06-22","24","1996.6","1796.94"
"SO - 0002890","Distributor","2019-04-25","4","1031.8","980.21"
"SO - 0002891","In-Store","2019-04-25","41","6385.1","6065.85"
"SO - 0002892","Distributor","2019-04-25","43","1072","964.8"
"SO - 0002893","Online","2019-04-25","6","1688.4","1561.77"
"SO - 0002894","Wholesale","2019-04-25","34","1306.5","1208.51"
"SO - 0002895","Online","2019-04-25","38","241.2","217.08"
"SO - 0002896","Online","2019-04-25","8","2264.6","2038.14"
"SO - 0002897","In-Store","2019-04-25","7","180.9","167.33"
"SO - 0002898","Online","2019-04-25","9","3765.4","3577.13"
"SO - 0002899","Online","2019-04-26","43","4020","2814"
"SO - 000290","In-Store","2018-06-22","6","710.2","656.94"
"SO - 0002900","In-Store","2019-04-26","16","904.5","723.6"
"SO - 0002901","Distributor","2019-04-26","31","261.3","241.7"
"SO - 0002902","Distributor","2019-04-26","7","1902.8","1712.52"
"SO - 0002903","Wholesale","2019-04-26","2","2425.4","1940.32"
"SO - 0002904","Online","2019-04-26","42","1105.5","994.95"
"SO - 0002905","Online","2019-04-26","6","2753.7","2340.65"
"SO - 0002906","Distributor","2019-04-26","34","174.2","161.14"
"SO - 0002907","Online","2019-04-26","26","3832.4","2682.68"
"SO - 0002908","Online","2019-04-26","20","1072","991.6"
"SO - 0002909","Distributor","2019-04-27","35","227.8","216.41"
"SO - 000291","Online","2018-06-22","6","3979.8","3780.81"
"SO - 0002910","Online","2019-04-27","24","1018.4","967.48"
"SO - 0002911","Online","2019-04-27","37","911.2","842.86"
"SO - 0002912","In-Store","2019-04-27","49","5661.5","5236.89"
"SO - 0002913","In-Store","2019-04-27","21","857.6","793.28"
"SO - 0002914","Wholesale","2019-04-27","7","3551","3284.68"
"SO - 0002915","In-Store","2019-04-27","29","917.9","826.11"
"SO - 0002916","In-Store","2019-04-27","15","3865.9","2319.54"
"SO - 0002917","In-Store","2019-04-27","12","5038.4","3526.88"
"SO - 0002918","Wholesale","2019-04-27","29","3859.2","2701.44"
"SO - 0002919","Wholesale","2019-04-27","39","971.5","680.05"
"SO - 000292","In-Store","2018-06-22","9","1025.1","948.22"
"SO - 0002920","Online","2019-04-27","20","1058.6","899.81"
"SO - 0002921","In-Store","2019-04-27","4","5875.9","5435.21"
"SO - 0002922","Online","2019-04-27","44","247.9","235.51"
"SO - 0002923","In-Store","2019-04-27","35","5520.8","4416.64"
"SO - 0002924","Wholesale","2019-04-28","29","5855.8","4977.43"
"SO - 0002925","In-Store","2019-04-28","7","5172.4","4913.78"
"SO - 0002926","In-Store","2019-04-28","13","1708.5","1623.08"
"SO - 0002927","Online","2019-04-28","9","1869.3","1729.1"
"SO - 0002928","In-Store","2019-04-28","24","254.6","229.14"
"SO - 0002929","Online","2019-04-28","23","3986.5","3388.53"
"SO - 000293","In-Store","2018-06-22","3","2519.2","2015.36"
"SO - 0002930","Online","2019-04-28","18","2512.5","2261.25"
"SO - 0002931","In-Store","2019-04-28","45","234.5","140.7"
"SO - 0002932","In-Store","2019-04-28","29","1112.2","945.37"
"SO - 0002933","Online","2019-04-28","40","180.9","171.86"
"SO - 0002934","Online","2019-04-28","38","1762.1","1585.89"
"SO - 0002935","Online","2019-04-29","32","3926.2","3729.89"
"SO - 0002936","Online","2019-04-29","35","5447.1","5038.57"
"SO - 0002937","In-Store","2019-04-29","33","850.9","808.36"
"SO - 0002938","Distributor","2019-04-29","38","2572.8","2444.16"
"SO - 0002939","Online","2019-04-29","7","1045.2","888.42"
"SO - 000294","Online","2018-06-22","36","5031.7","4780.12"
"SO - 0002940","Online","2019-04-29","50","2465.6","2342.32"
"SO - 0002941","Online","2019-04-30","33","1065.3","985.4"
"SO - 0002942","In-Store","2019-04-30","17","1788.9","1654.73"
"SO - 0002943","In-Store","2019-04-30","47","5661.5","5378.43"
"SO - 0002944","In-Store","2019-04-30","4","2968.1","1780.86"
"SO - 0002945","Wholesale","2019-04-30","3","2472.3","1977.84"
"SO - 0002946","Online","2019-05-01","24","2211","1326.6"
"SO - 0002947","Wholesale","2019-05-01","36","2432.1","2310.5"
"SO - 0002948","Distributor","2019-05-01","18","3966.4","3371.44"
"SO - 0002949","Online","2019-05-01","32","3906.1","3710.8"
"SO - 000295","Online","2018-06-23","27","1829.1","1646.19"
"SO - 0002950","Distributor","2019-05-01","34","3865.9","3672.61"
"SO - 0002951","Online","2019-05-01","29","1849.2","1664.28"
"SO - 0002952","Online","2019-05-01","37","1025.1","871.34"
"SO - 0002953","In-Store","2019-05-02","39","1025.1","973.85"
"SO - 0002954","Online","2019-05-02","32","3899.4","3704.43"
"SO - 0002955","In-Store","2019-05-02","45","1051.9","973.01"
"SO - 0002956","In-Store","2019-05-02","25","3015","2864.25"
"SO - 0002957","Distributor","2019-05-02","36","1835.8","1652.22"
"SO - 0002958","In-Store","2019-05-02","20","2291.4","2176.83"
"SO - 0002959","In-Store","2019-05-02","8","3048.5","2896.08"
"SO - 000296","In-Store","2018-06-23","29","1072","991.6"
"SO - 0002960","Distributor","2019-05-02","21","1232.8","1171.16"
"SO - 0002961","In-Store","2019-05-02","11","2418.7","2297.77"
"SO - 0002962","In-Store","2019-05-02","25","5380.1","5111.1"
"SO - 0002963","Online","2019-05-02","12","3919.5","3135.6"
"SO - 0002964","Online","2019-05-03","6","1165.8","1078.37"
"SO - 0002965","In-Store","2019-05-03","17","167.5","154.94"
"SO - 0002966","Wholesale","2019-05-03","29","1078.7","1024.77"
"SO - 0002967","Online","2019-05-03","44","6525.8","6199.51"
"SO - 0002968","Distributor","2019-05-03","42","3912.8","3619.34"
"SO - 0002969","Online","2019-05-03","27","2485.7","2299.27"
"SO - 000297","In-Store","2018-06-23","11","2539.3","2031.44"
"SO - 0002970","In-Store","2019-05-03","4","2244.5","2020.05"
"SO - 0002971","Distributor","2019-05-03","14","167.5","154.94"
"SO - 0002972","Online","2019-05-04","11","844.2","780.89"
"SO - 0002973","Wholesale","2019-05-04","50","1118.9","895.12"
"SO - 0002974","Distributor","2019-05-04","14","1695.1","1567.97"
"SO - 0002975","Online","2019-05-04","8","2324.9","1976.17"
"SO - 0002976","Distributor","2019-05-04","20","891.1","846.55"
"SO - 0002977","Online","2019-05-04","10","1092.1","982.89"
"SO - 0002978","Online","2019-05-04","29","1078.7","1024.77"
"SO - 0002979","Wholesale","2019-05-04","44","3892.7","3114.16"
"SO - 000298","In-Store","2018-06-23","24","3899.4","3606.95"
"SO - 0002980","Wholesale","2019-05-04","30","984.9","837.17"
"SO - 0002981","Wholesale","2019-05-04","36","3839.1","3551.17"
"SO - 0002982","In-Store","2019-05-04","49","1085.4","759.78"
"SO - 0002983","In-Store","2019-05-04","50","227.8","205.02"
"SO - 0002984","Online","2019-05-04","27","1018.4","967.48"
"SO - 0002985","In-Store","2019-05-04","19","2445.5","2200.95"
"SO - 0002986","Distributor","2019-05-04","45","187.6","112.56"
"SO - 0002987","Online","2019-05-04","42","710.2","674.69"
